# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_fwm_prao:   FW &Delta;&alpha;(OOT) [sec]
# COLUMN koi_fwm_pdeco:  FW &Delta;&delta;(OOT) [arcsec]
# COLUMN koi_dicco_mra:  PRF &Delta;&alpha;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_mdec: PRF &Delta;&delta;<sub>SQ</sub>(OOT) [arcsec]
# COLUMN koi_dicco_msky: PRF &Delta;&theta;<sub>SQ</sub>(OOT) [arcsec]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_srho,koi_prad,koi_incl,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky
1830,K00237.01,CONFIRMED,8.508333104,3.4559,646.5,1.86439,2.6,89.99,909,161.66,5767,4.396,0,1.03,0.963,295.95135,43.852051,14.176,-0.00017,5.7E-05,0.013,0.01,0.02
1831,K02371.01,CONFIRMED,12.94123564,4.636,328.8,1.15071,1.7,89.93,795,94.29,6119,4.497,-0.26,0.938,1.01,296.85342,50.03735,15.012,-0.00044,-0.0002,0.24,0.28,0.36
1832,K02372.01,CONFIRMED,5.349791,4.279,88.8,0.08396,1.29,80.06,1156,422.79,6074,4.368,0.3,1.183,1.197,289.48581,50.94416,13.386,1.6E-05,1.3E-05,-0.37,-0.36,0.52
1833,K02373.01,CANDIDATE,147.281212,7.375,452.8,2.28018,2.28,89.8,353,3.69,5708,4.365,0,1.054,0.939,292.31467,48.140461,14.685,0.00083,0.00024,-0.14,-0.7,0.7
1834,K02374.01,CONFIRMED,5.26211833,3.244,194.5,0.49847,1.95,85.48,1166,436.61,5587,4.188,0.14,1.309,0.963,299.13617,45.86993,14.623,-0.00022,0.00014,-0.76,0.49,0.91
1835,K02374.02,CONFIRMED,12.1628195,2.3161,306.3,0.26763,3.14,85.65,882,142.77,5587,4.188,0.14,1.309,0.963,299.13617,45.86993,14.623,0.00042,-0.00019,-0.1,0.29,0.31
1836,K02138.01,CONFIRMED,23.5541012,7.3,95.2,0.32025,2.33,88.55,1381,859.63,9565,4.088,0.07,2.286,2.335,294.99176,40.144409,11.98,-6E-05,-1E-05,0.77,-0.56,0.95
1837,K02140.01,CONFIRMED,41.6977582,5.513,684.8,2.25165,2.26,89.98,488,13.45,5730,4.545,-0.06,0.87,0.968,291.93365,44.115501,15.265,0.00014,-5E-05,-0.04,-0.02,0.05
1838,K02143.01,CONFIRMED,4.79029482,2.7219,142,1.47039,1.01,87.83,938,183.02,5412,4.562,0.14,0.843,0.945,292.08478,49.23748,14.102,3.3E-05,5.7E-05,0.26,0.34,0.43
1839,K02144.01,CONFIRMED,38.6715843,5.532,599.3,0.58519,2.45,88.77,502,15.03,5432,4.42,-0.16,0.913,0.801,299.96567,44.160889,14.94,-0.00028,-0.00017,-0.19,0.01,0.19
1840,K02145.01,CONFIRMED,8.32651854,5.483,267.9,0.11889,1.8,84.08,938,182.69,6057,4.45,-0.1,1,1.024,297.01913,44.327518,15.06,-4E-05,-0.0001,-0.11,-0.08,0.14
1841,K02218.01,CONFIRMED,5.53533152,2.793,260.6,2.23423,1.75,89.81,1054,292.33,5588,4.331,0.14,1.1,0.946,289.388,50.59705,14.514,0.00016,-0.00019,0.28,0.26,0.38
1842,K02218.02,CONFIRMED,16.7261969,2.708,194.9,4.89667,1.56,89.32,729,66.83,5588,4.331,0.14,1.1,0.946,289.388,50.59705,14.514,-0.00024,-0.00033,0.95,-0.47,1.06
1843,K00232.03,CONFIRMED,21.58752788,4.4968,336.8,2.10549,2.18,89.99,747,73.42,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,14.247,,4E-05,0.25,-0.14,0.28
1844,K02219.01,CANDIDATE,3.757294695,0.9269,273.3,22.78308,1.23,88.7,877,139.89,4901,4.618,0.04,0.716,0.807,290.26535,40.548649,14.099,-4E-05,0,0.23,0.07,0.24
1845,K02220.01,CONFIRMED,3.2828024,3.2532,142.5,0.80721,1.79,88.82,1467,1093.39,5640,4.087,0.14,1.515,1.024,294.13791,42.370499,14.686,-0.000127,-9.2E-05,0.02,-0.44,0.45
1846,K02297.01,CANDIDATE,4.64495172,3.366,147.4,0.92945,1.38,88.31,1209,504.23,6047,4.343,-0.08,1.129,1.021,284.32852,40.568909,14.338,0.00012,-0.00017,0.03,0.27,0.27
1847,K02298.01,CANDIDATE,16.6671415,3.526,175,2.41652,0.7,89.23,469,11.47,4729,4.726,-1.42,0.525,0.534,288.45605,45.80212,13.831,0.00017,0.00026,-0.61,-1.27,1.41
1848,K02299.01,CANDIDATE,16.48686712,1.431,987.9,1.25674,27.45,87.38,760,78.99,6090,4.447,0.21,1.071,1.173,296.56006,46.857479,15.315,-0.00024,-0.00136,0.34,0.07,0.35
1849,K02300.01,CONFIRMED,2.685054445,1.0473,252.7,6.02532,1.46,86.69,1137,395.08,5266,4.484,-0.18,0.829,0.765,284.09763,47.810638,14.077,0.00016,8.3E-05,0.23,-0.23,0.32
1850,K02302.01,CONFIRMED,16.8600805,5.557,273.4,0.35562,1.71,87.77,765,80.9,6205,4.419,-0.58,0.973,0.906,295.88751,43.156059,14.989,0.0001,-2E-05,0.42,0.15,0.44
1851,K02072.01,CONFIRMED,1.54320541,2.5779,91.2,0.74646,1.23,87.26,1827,2636.85,5866,4.2,-0.16,1.282,0.95,289.35867,50.59848,13.38,3.8E-05,-5.1E-05,0.08,-0.18,0.2
1852,K02073.01,CONFIRMED,49.5004725,5.772,965.2,2.26905,2.49,89.86,402,6.2,4954,4.5,0.18,0.828,0.791,291.2431,44.00872,15.565,9E-05,-0.00084,0.1,0.01,0.1
1853,K02073.02,CONFIRMED,6.47539108,2.7048,530.6,2.0051,1.92,88.31,793,93.41,4954,4.5,0.18,0.828,0.791,291.2431,44.00872,15.565,0,9E-05,-0.01,-0.08,0.08
1854,K02073.03,CONFIRMED,16.85825609,2.0728,759.6,5.22402,2.51,88.98,576,26.05,4954,4.5,0.18,0.828,0.791,291.2431,44.00872,15.565,-0.0001,0.00045,0.06,-0.23,0.24
1855,K00025.01,FALSE POSITIVE,3.132604547,3.6337,9969.2,0.12475,48.73,71.84,1444,1028.81,6248,4.328,-0.06,1.181,1.078,289.26166,47.815521,13.499,-4E-05,-0.0001,0.011,0.006,0.012
1856,K02146.01,CONFIRMED,2.949029106,2.0311,358.3,3.12463,1.48,89.77,1027,263.92,4983,4.512,0.06,0.807,0.771,290.91449,42.286579,15.333,-0.00019,6E-05,0.16,0.11,0.19
1857,K02147.01,CONFIRMED,37.8658964,4.782,395.2,2.93888,2.01,89.83,543,20.61,5757,4.431,0.14,1.017,1.016,291.77164,47.5299,14.5,0.00014,8E-05,0.12,0,0.12
1858,K00226.01,CONFIRMED,8.30865307,3.2747,836.1,1.82711,2.42,88.99,747,73.53,5022,4.485,0.18,0.849,0.804,291.6409,41.241039,14.817,0.00031,0.00024,-0.034,0.093,0.099
1859,K02148.01,CONFIRMED,11.93205399,6.205,178.5,0.42807,1.83,89.52,905,158.22,5711,4.221,0.48,1.391,1.173,283.19208,41.305389,13.353,,9E-05,0.13,0.06,0.14
1860,K02148.02,CONFIRMED,7.54235832,4.73,132.5,0.53277,1.59,88.44,1054,292.19,5711,4.221,0.48,1.391,1.173,283.19208,41.305389,13.353,,-3.5E-05,-0.27,-0.07,0.27
1861,K02220.02,CONFIRMED,5.02818253,3.526,181.3,0.87899,2.03,88.37,1272,620,5640,4.087,0.14,1.515,1.024,294.13791,42.370499,14.686,1E-05,-0.000127,-0.22,-0.11,0.24
1862,K02220.03,CONFIRMED,1.897828815,2.7114,132.4,0.7822,1.73,87.55,1761,2278.95,5640,4.087,0.14,1.515,1.024,294.13791,42.370499,14.686,-2E-06,5.7E-05,0.16,-0.16,0.23
1863,K02221.01,CONFIRMED,10.62788695,4.576,326.7,0.68449,1.87,88.31,872,136.34,6082,4.445,-0.08,1.014,1.041,292.54752,41.64296,15.401,-3E-05,0.00037,0.11,0.2,0.23
1864,K02222.01,CANDIDATE,34.135676,9.12,622,0.40162,13.98,89.83,1526,1281.86,7818,3.365,0.07,5.555,2.607,295.24734,45.757401,12.963,-4E-06,4.6E-05,-0.35,0.03,0.36
1865,K02223.01,CONFIRMED,1.104462494,1.0458,469.1,8.41524,1.6,88.94,1397,898.79,5002,4.543,-0.18,0.753,0.723,290.95355,45.719528,15.277,-0.00039,5E-05,0.18,-0.4,0.44
1866,K02303.01,CONFIRMED,4.89336495,3.485,138.3,0.94248,1.6,88.82,1374,842.45,6688,4.304,0.07,1.347,1.336,289.74731,39.523453,13.827,,4.3E-05,-0.02,-0.17,0.17
1867,K02304.01,CONFIRMED,11.17392077,3.307,324.8,2.73705,1.64,89.94,796,94.84,5911,4.519,-0.1,0.914,1.006,296.30795,43.82135,15.356,-4E-05,0.0002,-0.08,0.37,0.38
1868,K02305.01,CANDIDATE,31.0325991,3.476,737.4,3.49293,2.64,89.38,561,23.41,5841,4.52,0.07,0.931,1.047,296.71274,48.272308,15.728,-0.0016,0.00059,-0.14,-0.24,0.27
1869,K02306.01,FALSE POSITIVE,0.512407185,1.0579,329.2,3.5035,1.03,85.27,1255,583.45,3862,4.69,0.08,0.563,0.566,282.28439,42.15419,14.78,-0.00024,4E-05,-0.19,-0.08,0.2
1870,K02307.01,FALSE POSITIVE,4.150297119,1.2058,593.4,0.87263,3.03,83.98,981,218.44,5290,4.519,0.14,0.858,0.887,282.14923,43.37859,14.854,-0.00024,-0.00018,-0.19,0.05,0.19
1871,K00221.02,CANDIDATE,5.89661966,3.154,144,1.63771,1.28,89.84,1000,237.1,5392,4.314,0.18,1.087,0.888,285.93069,39.098141,14.622,-7E-05,0.00012,-0.4,-0.4,0.57
1872,K02074.01,CONFIRMED,33.4178173,4.645,1166.8,0.34276,3.13,88.08,448,9.56,5136,4.607,-0.12,0.744,0.827,283.16196,45.198311,15.824,0.00014,2E-05,0.06,0.12,0.13
1873,K02075.01,CONFIRMED,2.053341891,2.596,65.5,0.03726,1.44,61.5,1737,2154.14,6084,4.204,-0.06,1.358,1.076,290.10196,48.251141,12.217,-1.6E-05,-8E-06,0.03,-0.15,0.15
1874,K02076.01,CANDIDATE,56.7769831,6.864,884.3,0.62867,3.21,89.15,491,13.74,6063,4.476,0.07,1.012,1.117,287.47763,46.141178,15.273,-0.00079,-0.00099,0.23,-0.03,0.23
1875,K02078.01,CONFIRMED,18.78429232,3.1136,1009.5,2.62181,2.14,88.97,433,8.3,4243,4.637,0.02,0.641,0.651,295.25116,45.842972,15.561,0.00029,-4E-05,-0.09,-0.12,0.15
1876,K02148.03,CONFIRMED,3.61460279,3.227,64.8,0.59613,1.14,86.02,1347,776.7,5711,4.221,0.48,1.391,1.173,283.19208,41.305389,13.353,,9E-06,0.95,0.57,1.1
1877,K02149.01,CONFIRMED,13.15140223,5.439,97.8,0.09341,1.87,84.73,1008,243.84,6154,4.12,0.14,1.636,1.287,297.78659,47.88612,12.071,5.2E-05,-4.2E-05,-0.93,-0.24,0.96
1878,K02150.01,CANDIDATE,18.5084526,6.596,758.9,0.0112,29.33,77.63,683,51.32,5942,4.506,-0.06,0.938,1.028,289.84286,38.309601,15.253,3E-05,0.00044,0.13,-0.43,0.45
1879,K02151.01,FALSE POSITIVE,7.47763833,2.5693,110,3.82983,2.05,89.97,1346,776.56,5957,3.849,-0.62,1.953,0.983,300.22519,43.758179,11.539,-0.000474,-0.000541,13.1,5.74,14.3
1880,K02152.01,CONFIRMED,42.1918331,7.083,488.7,1.05579,2.35,89.92,526,18.08,5520,4.339,0.16,1.08,0.928,288.28052,46.3409,15.06,-0.00015,-0.00013,-0.06,-0.19,0.2
1881,K02224.01,CONFIRMED,3.73090026,2.9095,191.2,0.27786,1.48,81.98,1128,383.51,5709,4.489,0.14,0.95,1.014,294.18927,45.151581,14.966,-6E-05,-1E-05,0.19,0.01,0.19
1882,K02224.02,CANDIDATE,86.130534,3.321,285.2,20.56079,1.47,89.95,391,5.55,5830,4.54,-0.14,0.876,0.97,294.18927,45.151581,14.966,,,,,
1883,K02225.01,CONFIRMED,2.787874175,2.0348,197.4,2.81072,2.33,89.16,1432,993.06,4827,3.942,0.56,1.727,0.952,296.72449,49.532711,14.435,0.000252,-6E-05,-0.01,-0.38,0.38
1884,K00232.04,CONFIRMED,37.9962369,6.7751,403.7,1.08783,2.39,89.97,618,34.55,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,14.247,,9E-05,0.2,-0.49,0.52
1885,K02226.01,CANDIDATE,8.46354384,1.4078,792.2,21.96374,2.51,89.49,805,99.37,5427,4.495,0.07,0.887,0.896,297.52542,49.401451,15.338,0.00023,0.00113,0.13,-0.98,0.99
1886,K00238.01,CONFIRMED,17.23232894,4.5568,509.8,1.28263,2.79,89.17,817,105.47,6086,4.274,-0.16,1.216,1.013,296.99863,42.78196,14.061,-1E-05,-0.00021,0.33,0,0.33
1887,K02308.01,CONFIRMED,28.5057217,6.324,755.8,0.41114,2.55,88.47,555,22.43,5712,4.534,-0.1,0.87,0.944,292.23242,38.89222,15.778,0.0003,-7E-05,-0.23,0.26,0.35
1888,K02309.01,CONFIRMED,53.5991459,6.811,523.1,0.68566,2.49,89.2,529,18.54,6319,4.447,-0.22,1.032,1.084,291.28207,46.965988,14.953,-0.00067,2E-05,0.09,0.47,0.48
1889,K02310.01,CANDIDATE,16.4581861,1.9637,435.8,19.06113,1.82,89.9,644,40.61,5475,4.521,0.14,0.884,0.946,294.52545,49.872471,14.64,0.00053,-0.00011,-0.05,0.38,0.38
1890,K02311.01,CANDIDATE,191.86419296,4.9,,,,,,,,,,,,287.24118,39.33276,12.57,,,,,
1891,K02311.02,CANDIDATE,13.72549689,7.62,,,,,,,,,,,,287.24118,39.33276,12.57,,,,,
1892,K02312.01,CANDIDATE,176.331289,13.89,109.8,0.52084,2.38,89.95,505,15.4,6146,3.8,-0.42,2.251,1.166,297.28317,46.90453,12.982,,,,,
1893,K02079.01,CONFIRMED,0.693842661,1.6197,49.3,1.39599,0.83,86.59,2161,5182.78,5457,4.239,0.14,1.196,0.903,294.97882,46.00565,12.953,4E-05,2.4E-05,-0.08,-0.21,0.22
1894,K02080.01,CONFIRMED,83.4887405,6.21,955.4,2.43432,2.95,89.75,411,6.76,5910,4.505,-0.02,0.94,1.032,293.23022,48.281368,15.375,0.00066,-0.00073,0.11,0.16,0.19
1895,K02080.02,CONFIRMED,34.0607677,2.471,818.9,5.56281,2.96,89.36,554,22.32,5910,4.505,-0.02,0.94,1.032,293.23022,48.281368,15.375,-0.00014,-0.00052,0.12,0.22,0.25
1896,K02081.01,CANDIDATE,6.2141496,10.141,183.4,0.04169,4.27,84.74,1506,1216.48,5295,3.617,0.02,3.152,1.501,291.72916,38.070019,13.439,3.7E-05,2.9E-05,-0.37,0.41,0.55
1897,K02082.01,CANDIDATE,31.5888979,3.438,360.6,6.53293,2.59,89.84,682,51.02,5866,4.175,0,1.367,1.02,294.56693,46.075802,14.143,-0.00016,-0.00044,-0.16,0.48,0.51
1898,K02153.01,CONFIRMED,59.9809868,7.588,282.4,0.0995,2.81,88.03,568,24.58,6103,4.202,0.02,1.383,1.109,281.56995,47.398689,13.66,0.00011,0.00025,0.24,1.07,1.09
1899,K02153.02,CONFIRMED,25.7457957,7.073,140.3,0.27594,1.73,88.22,753,75.97,6103,4.202,0.02,1.383,1.109,281.56995,47.398689,13.66,-9E-05,0.00016,0,0.19,0.19
1900,K02154.01,CANDIDATE,11.92979348,6.152,709.3,0.46536,2.43,89.99,770,83.04,5831,4.517,0,0.921,1.016,288.30869,51.478291,15.844,-7E-05,0.00083,-0.29,-0.03,0.3
1901,K00227.01,CANDIDATE,17.65737838,3.509,2155.7,0.91614,2.45,88.24,350,3.55,3745,4.784,-0.02,0.47,0.49,284.35202,41.519199,14.267,-7E-05,1E-05,-0.17,-0.04,0.17
1902,K02155.01,CONFIRMED,4.3394569,2.3652,337.4,0.61782,2.11,84.46,1061,300.07,5330,4.366,0.18,1.013,0.869,294.51767,50.670399,14.822,-0.00032,-5E-05,0.01,-0.26,0.26
1903,K02156.01,CONFIRMED,2.852348262,0.7051,1402.9,67.07426,1.66,89.45,621,34.95,3731,4.83,-0.28,0.433,0.463,286.59427,37.891258,15.959,-0.00021,0.0007,0.33,-0.18,0.38
1904,K02227.01,CONFIRMED,65.6480892,5.746,588.7,0.1835,3.93,88.43,485,13.04,5565,4.251,0.32,1.246,1.008,292.2478,47.878448,14.872,0.00061,-0.00032,-0.74,-0.2,0.77
1905,K02228.01,FALSE POSITIVE,102.653705,53.5887,687.3,0.00011,39.16,72.52,562,23.66,6711,4.097,-0.24,1.698,1.32,293.41794,48.198849,12.678,0,0,0.21,1,1
1906,K02229.01,CANDIDATE,14.83340944,3.927,783,1.74393,2.54,89.16,694,54.74,5570,4.471,-0.08,0.904,0.882,293.98358,39.57288,15.707,0.00075,-0.0003,-0.01,0.07,0.08
1907,K02230.01,FALSE POSITIVE,0.987338654,2.591,26.5,0.51502,0.98,89.97,2669,11973.87,6258,3.939,-0.3,1.896,1.14,300.77875,45.110222,11.511,0.000164,3.7E-05,-13.027,-0.625,13.042
1908,K02232.01,CANDIDATE,101.1323475,4.366,1502.9,11.30905,3.87,89.98,380,4.91,5492,4.389,0.16,1.016,0.921,291.81302,38.088181,15.331,0.0014,-0.00103,0,-0.1,0.1
1909,K02233.01,FALSE POSITIVE,1.811460943,5.065,428.5,0.01383,2.83,43.48,1508,1224.37,5700,4.382,-0.12,1.008,0.894,295.47537,45.239979,14.674,0,0.000139,-0.27,-0.3,0.4
1910,K02313.01,CONFIRMED,16.07673148,2.205,488,13.21157,2.14,89.89,724,64.75,5957,4.498,0.07,0.971,1.083,288.47964,47.101768,15.306,-0.00017,-2E-05,0.18,0.19,0.26
1911,K02314.01,CONFIRMED,18.87058705,3.4701,588,0.56932,2.67,87.72,701,56.97,6103,4.496,-0.2,0.949,1.028,286.892,38.31855,14.562,-0.00011,-0.00015,-0.2,0.03,0.2
1912,K02315.01,CANDIDATE,22.1334224,2.049,654.6,23.21099,1.76,89.98,507,15.65,5165,4.633,-0.32,0.702,0.782,297.28549,41.305592,15.571,-0.00041,0.00031,-0.74,-0.4,0.84
1913,K02316.01,CONFIRMED,17.1369408,6.416,362.1,0.57647,2.05,89.92,775,85.15,6218,4.421,-0.04,1.077,1.114,283.10385,43.148041,15.004,7E-05,0.00014,0.1,0.04,0.11
1914,K00238.02,CONFIRMED,26.6951944,4.576,132.6,2.35995,1.4,89.83,706,58.81,6086,4.274,-0.16,1.216,1.013,296.99863,42.78196,14.061,9E-05,-3E-05,-0.39,0.01,0.39
1915,K02083.01,CANDIDATE,7.72085047,1.8264,267,0.40645,2.53,84.91,1021,257.14,5887,4.29,-0.06,1.177,0.985,284.49033,42.648289,13.516,-9E-05,,0.01,0.07,0.07
1916,K00222.01,CONFIRMED,6.312508525,2.7455,1286,2.82876,2,89.91,575,25.94,4090,4.696,-0.18,0.571,0.591,287.89163,39.33913,14.735,0.00023,-0.00024,-0.115,0.074,0.137
1917,K02084.01,CANDIDATE,4.19577385,2.1557,874.2,2.46352,3.02,87.73,1047,283.78,5229,4.378,0.32,1.005,0.878,294.84003,39.085991,15.168,-0.00043,0.00021,0.14,0.18,0.23
1918,K02086.01,CONFIRMED,7.1329472,4.368,145,0.38003,1.64,86.52,1102,349.21,5862,4.194,-0.1,1.307,0.973,288.96124,42.265011,13.959,-9.9E-05,-0.000107,0.06,0.41,0.41
1919,K02086.02,CONFIRMED,8.91901228,4.141,180.6,0.54873,1.84,87.32,1023,258.92,5862,4.194,-0.1,1.307,0.973,288.96124,42.265011,13.959,-0.000182,-4E-05,-0.46,-0.49,0.67
1920,K02158.01,CANDIDATE,4.5620407,2.8521,81.6,0.11805,2.82,79.48,1533,1306.97,5343,3.764,0.08,2.506,1.33,297.65143,40.352551,13.052,-6E-06,9.2E-05,-0.04,-0.62,0.63
1921,K02159.01,CANDIDATE,7.5966998,3.667,127.5,0.45848,1.32,86.28,964,204.34,5716,4.343,0.04,1.091,0.955,285.13831,45.004539,13.482,-0.000123,0.0002,-0.31,-0.38,0.49
1922,K02159.02,FALSE POSITIVE,2.392630668,1.3705,101.5,0.70358,1.33,81.24,1418,955.41,5716,4.343,0.04,1.091,0.955,285.13831,45.004539,13.482,-0.000379,-1E-05,3.11,0.83,3.22
1923,K02160.01,CONFIRMED,17.6700291,6.693,348.4,0.037,2.89,83.69,778,86.37,5795,4.265,0.16,1.247,1.042,295.48123,40.731979,14.874,0.00018,0.00011,0.2,-0.15,0.25
1924,K02160.02,CANDIDATE,15.40877383,3.49,,,,,,,,,,,,295.48123,40.731979,14.874,,,,,
1925,K02162.01,CONFIRMED,108.593113,7.989,338.2,1.88819,1.68,90,374,4.64,5678,4.409,-0.4,0.921,0.794,285.69199,45.689388,14.033,-8E-05,0.00018,-0.08,0.05,0.09
1926,K02236.01,CONFIRMED,19.9865916,4.391,648,0.1037,4.22,85.75,720,63.67,5500,4.218,0.14,1.238,0.922,288.61792,48.098412,15.699,0.00057,4E-05,-0.07,0.13,0.15
1927,K02236.02,CONFIRMED,12.12580644,3.289,327.5,0.69986,2.5,87.38,851,123.78,5500,4.218,0.14,1.238,0.922,288.61792,48.098412,15.699,-5E-05,0.00017,-0.8,0.18,0.82
1928,K02237.01,CANDIDATE,76.421501,7.218,578.4,1.82753,2.81,89.99,455,10.11,5561,4.263,0.16,1.19,0.946,289.97934,40.14283,15.165,0.00031,0.00022,-0.1,0.07,0.12
1929,K00232.05,CONFIRMED,56.2590881,8.114,348.8,0.93373,2.22,89.97,543,20.49,6038,4.284,-0.16,1.191,0.995,291.11188,39.949108,14.247,,0.00011,-0.08,0.27,0.28
1930,K02238.01,CONFIRMED,1.646801683,1.1966,284.2,8.32289,0.86,89.3,806,99.8,3810,4.753,-0.02,0.513,0.543,290.43402,44.107651,14.634,1E-05,0.00014,0.08,0.04,0.09
1931,K02317.01,CONFIRMED,3.78861833,2.808,143.4,1.42473,1.23,88.98,1158,424.17,5560,4.379,0.16,1.04,0.943,298.42633,47.946781,14.285,-0.00016,0.0001,0.11,0.56,0.57
1932,K02318.01,CONFIRMED,10.45839865,3.154,306.8,2.94604,1.25,89.98,609,32.45,4641,4.557,0.16,0.747,0.734,284.99963,49.47998,14.471,0.00014,-0.00018,-0.47,-0.03,0.47
1933,K02319.01,CANDIDATE,21.1033014,2.059,192.5,20.69866,1.56,89.91,718,62.99,6000,4.363,0.06,1.126,1.068,283.75482,45.335178,13.355,6E-05,7E-05,0.21,0.13,0.25
1934,K02321.01,CANDIDATE,95.6114617,7.489,487.4,2.03186,2.37,89.97,421,7.45,6002,4.424,0.2,1.081,1.135,296.70724,41.203651,14.71,-0.00031,-0.00053,-0.43,-0.17,0.46
1935,K02323.01,CANDIDATE,58.35512552,8.45,,,,,,,,,,,,286.07202,45.136711,15.484,,,,,
1936,K02324.01,CANDIDATE,1.204686597,0.823,233.2,16.22238,1.55,88.25,1711,2026.81,5780,4.438,0,1,1,289.67786,43.458134,11.671,0.000232,-9.7E-05,-4.7,0.72,4.7
1937,K02086.03,CONFIRMED,11.8984948,3.015,130.9,0.68051,1.69,87.21,929,176.27,5862,4.194,-0.1,1.307,0.973,288.96124,42.265011,13.959,-2E-05,0.00022,1.5,0.44,1.57
1938,K02087.01,CONFIRMED,23.1274171,4.901,157.3,0.55453,1.44,88.31,667,46.89,5865,4.393,0.07,1.066,1.024,281.56146,42.4505,11.863,-1.6E-05,3E-06,0.51,-0.12,0.52
1939,K02090.01,CONFIRMED,5.132486123,1.4575,908.4,14.13898,1.69,89.54,584,27.41,3879,4.707,0.32,0.578,0.619,291.09274,49.19006,15.535,0.00081,-0.00033,-0.09,-0.19,0.21
1940,K02091.01,CANDIDATE,8.77997349,3.2201,755.7,1.65118,2.12,88.54,713,61.24,5191,4.597,-0.06,0.764,0.85,291.91287,40.953892,15.789,-5E-05,0.00029,0.11,0.05,0.11
1941,K02092.01,CONFIRMED,57.6896212,5.118,1626.6,0.42264,5.14,88.74,512,16.19,6228,4.441,-0.08,1.049,1.107,293.29364,42.19635,15.886,0.00015,-0.0004,-0.13,0.1,0.16
1942,K02163.01,CONFIRMED,10.66489514,3.159,292.6,2.59019,1.76,89.29,865,132.15,6014,4.436,-0.04,1.021,1.037,295.62659,49.130428,14.651,-4E-05,0.00013,0.44,0.09,0.45
1943,K02164.01,CONFIRMED,5.1233204,2.7466,286.2,1.89424,1.65,88.72,994,231.12,5364,4.394,0.14,0.982,0.872,293.21738,42.720711,15.162,8E-05,-0.00032,-0.13,-0.2,0.24
1944,K00229.01,CONFIRMED,3.573202801,2.88,2975,1.45984,5.81,89.69,1210,507.91,5646,4.37,0.22,1.08,0.996,290.76587,38.927959,14.72,-0.00089,0.00077,0.389,-0.056,0.393
1945,K02166.01,CONFIRMED,61.6174528,3.816,1350.7,10.19029,3.36,89.96,424,7.67,5480,4.485,0.24,0.931,0.966,293.06335,39.40345,15.722,0.0008,0.0007,-0.3,-0.15,0.33
1946,K02167.01,CONFIRMED,24.3398202,3.891,777.3,0.3189,5.09,87.53,737,69.79,5596,4.105,0.14,1.466,0.998,291.60449,41.309361,15.28,-0.00021,0.00013,0.04,-0.01,0.04
1947,K02241.01,CANDIDATE,7.16520428,1.705,433.8,12.53756,2.31,89.75,1034,270.34,6174,4.417,0.1,1.103,1.162,298.08453,40.283249,15.302,0.00019,0.00028,0.39,-0.17,0.42
1948,K02242.01,CONFIRMED,1.755843555,1.9425,386,0.27533,1.94,75.45,1343,771.02,5569,4.566,-0.08,0.829,0.928,289.14722,45.86618,15.758,0,0.0001,-0.18,-0.17,0.24
1949,K02243.01,CONFIRMED,5.18560081,4.054,252.6,0.68894,2.34,89.93,1314,705.79,6172,4.198,0.16,1.471,1.25,297.47711,39.877239,14.806,0.000116,0.00045,-0.37,-0.22,0.43
1950,K02245.01,CONFIRMED,33.4698571,4.749,370.7,0.37871,2.45,88.22,609,32.52,5912,4.342,-0.14,1.094,0.96,288.82059,39.52282,14.74,0.00036,0.00031,-0.04,-0.17,0.17
1951,K02246.01,CONFIRMED,11.89520436,3.433,184.3,2.55701,1.33,89.86,787,90.77,5649,4.411,0,0.992,0.923,288.92401,46.057629,14.152,4E-05,-5E-05,0.15,0.27,0.31
1952,K02325.01,CANDIDATE,1.025857984,0.8069,270.7,4.73936,1.57,83.02,1520,1264.7,5123,4.501,0.14,0.847,0.828,292.51398,42.65176,14.413,-3.3E-05,-5.8E-05,-0.01,0.16,0.16
